Taxa,leg_length,body_size,spur_length,population_code,population_spur_length
Rediviva albifasciata,5.809,2.393,1.5,R. albifasciata,NA
Rediviva albifasciata,5.662,2.393,1.5,R. albifasciata,NA
Rediviva albifasciata,5.82,2.432,1.5,R. albifasciata,NA
Rediviva albifasciata,5.888,2.455,1.5,R. albifasciata,NA
Rediviva albifasciata,5.826,2.472,1.5,R. albifasciata,NA
Rediviva albifasciata,5.756,2.511,1.5,R. albifasciata,NA
Rediviva albifasciata,6.006,2.455,1.5,R. albifasciata,NA
Rediviva albifasciata,5.764,2.251,1.5,R. albifasciata,NA
Rediviva albifasciata,5.844,2.619,1.5,R. albifasciata,NA
Rediviva albifasciata,5.718,2.393,1.5,R. albifasciata,NA
Rediviva albifasciata,5.831,2.664,1.5,R. albifasciata,NA
Rediviva albifasciata,5.515,2.251,1.5,R. albifasciata,NA
Rediviva albifasciata,5.981,2.664,1.5,R. albifasciata,NA
Rediviva albifasciata,5.656,2.59,1.5,R. albifasciata,NA
Rediviva albifasciata,6.102,2.653,1.5,R. albifasciata,NA
Rediviva albifasciata,6.063,2.704,1.5,R. albifasciata,NA
Rediviva albifasciata,5.961,2.511,1.5,R. albifasciata,NA
Rediviva albifasciata,5.865,2.5,1.5,R. albifasciata,NA
Rediviva albifasciata,6.126,2.596,1.5,R. albifasciata,NA
Rediviva albifasciata,5.951,2.534,1.5,R. albifasciata,NA
Rediviva albifasciata,5.809,2.127,1.5,R. albifasciata,NA
Rediviva albifasciata,5.56,2.5,1.5,R. albifasciata,NA
Rediviva albifasciata,5.809,2.455,1.5,R. albifasciata,NA
Rediviva albifasciata,5.831,2.641,1.5,R. albifasciata,NA
Rediviva albifasciata,5.916,2.5,1.5,R. albifasciata,NA
Rediviva albifasciata,5.724,2.585,1.5,R. albifasciata,NA
Rediviva albifasciata,6.244,2.749,1.5,R. albifasciata,NA
Rediviva albifasciata,5.724,2.602,1.5,R. albifasciata,NA
Rediviva albifasciata,6.086,2.698,1.5,R. albifasciata,NA
Rediviva alonsoae,7.765,3.473,3.3,R. alonsoae,NA
Rediviva alonsoae,8.621,3.569,3.3,R. alonsoae,NA
Rediviva alonsoae,7.806,3.45,3.3,R. alonsoae,NA
Rediviva alonsoae,8.134,3.043,3.3,R. alonsoae,NA
Rediviva alonsoae,8.02,3.196,3.3,R. alonsoae,NA
Rediviva alonsoae,7.828,3.23,3.3,R. alonsoae,NA
Rediviva alonsoae,8.003,3.264,3.3,R. alonsoae,NA
Rediviva alonsoae,7.727,3.207,3.3,R. alonsoae,NA
Rediviva alonsoae,8.796,3.529,3.3,R. alonsoae,NA
Rediviva alonsoae,8.57,3.377,3.3,R. alonsoae,NA
Rediviva alonsoae,7.879,3.331,3.3,R. alonsoae,NA
Rediviva aurata,9.463,2.726,3.514,R. aurata,NA
Rediviva aurata,9.349,2.681,3.514,R. aurata,NA
Rediviva aurata,9.174,2.788,3.514,R. aurata,NA
Rediviva aurata,9.343,2.641,3.514,R. aurata,NA
Rediviva aurata,10.017,2.952,3.514,R. aurata,NA
Rediviva aurata,10.33,2.992,3.514,R. aurata,NA
Rediviva aurata,9.681,2.958,3.514,R. aurata,NA
Rediviva aurata,9.53,2.811,3.514,R. aurata,NA
Rediviva aurata,9.604,2.828,3.514,R. aurata,NA
Rediviva aurata,9.734,2.89,3.514,R. aurata,NA
Rediviva aurata,9.238,2.924,3.514,R. aurata,NA
Rediviva aurata,9.355,3.037,3.514,R. aurata,NA
Rediviva aurata,8.654,2.528,3.514,R. aurata,NA
Rediviva aurata,9.287,2.817,3.514,R. aurata,NA
Rediviva aurata,8.931,2.636,3.514,R. aurata,NA
Rediviva aurata,8.711,2.8,3.514,R. aurata,NA
Rediviva aurata,8.909,2.822,3.514,R. aurata,NA
Rediviva aurata,8.832,2.664,3.514,R. aurata,NA
Rediviva aurata,8.633,2.681,3.514,R. aurata,NA
Rediviva aurata,9.156,2.868,3.514,R. aurata,NA
Rediviva aurata,8.716,2.721,3.514,R. aurata,NA
Rediviva aurata,8.637,2.692,3.514,R. aurata,NA
Rediviva aurata,8.597,2.602,3.514,R. aurata,NA
Rediviva aurata,8.462,2.568,3.514,R. aurata,NA
Rediviva aurata,8.768,2.732,3.514,R. aurata,NA
Rediviva aurata,8.947,2.692,3.514,R. aurata,NA
Rediviva aurata,8.309,2.636,3.514,R. aurata,NA
Rediviva aurata,8.818,2.5,3.514,R. aurata,NA
Rediviva aurata,8.745,2.811,3.514,R. aurata,NA
Rediviva aurata,8.155,2.562,3.514,R. aurata,NA
Rediviva autumnalis,14.606,3.211,14.6,R. autumnalis,NA
Rediviva autumnalis,14.481,3.297,14.6,R. autumnalis,NA
Rediviva autumnalis,13.665,3.276,14.6,R. autumnalis,NA
Rediviva autumnalis,13.741,3.178,14.6,R. autumnalis,NA
Rediviva autumnalis,14.497,3.222,14.6,R. autumnalis,NA
Rediviva autumnalis,14.183,3.232,14.6,R. autumnalis,NA
Rediviva autumnalis,14.075,3.059,14.6,R. autumnalis,NA
Rediviva autumnalis,14.021,3.059,14.6,R. autumnalis,NA
Rediviva autumnalis,14.453,3.146,14.6,R. autumnalis,NA
Rediviva autumnalis,13.189,3.049,14.6,R. autumnalis,NA
Rediviva autumnalis,13.556,3.286,14.6,R. autumnalis,NA
Rediviva autumnalis,14.074,3.265,14.6,R. autumnalis,NA
Rediviva autumnalis,13.676,2.876,14.6,R. autumnalis,NA
Rediviva autumnalis,13.739,3.438,14.6,R. autumnalis,NA
Rediviva autumnalis,14.476,3.394,14.6,R. autumnalis,NA
Rediviva autumnalis,13.718,3.038,14.6,R. autumnalis,NA
Rediviva autumnalis,13.403,3.168,14.6,R. autumnalis,NA
Rediviva autumnalis,13.525,2.951,14.6,R. autumnalis,NA
Rediviva autumnalis,13.471,3.114,14.6,R. autumnalis,NA
Rediviva brunnea,12.116,3.071,7.343,R. brunnea,NA
Rediviva brunnea,12.082,3.275,7.343,R. brunnea,NA
Rediviva brunnea,11.81,3.173,7.343,R. brunnea,NA
Rediviva brunnea,12.092,3.394,7.343,R. brunnea,NA
Rediviva brunnea,11.895,3.105,7.343,R. brunnea,NA
Rediviva brunnea,11.154,3.133,7.343,R. brunnea,NA
Rediviva brunnea,12.149,3.15,7.343,R. brunnea,NA
Rediviva brunnea,11.561,3.133,7.343,R. brunnea,NA
Rediviva brunnea,12.014,3.122,7.343,R. brunnea,NA
Rediviva brunnea,12.212,3.213,7.343,R. brunnea,NA
Rediviva brunnea,12.038,3.145,7.343,R. brunnea,NA
Rediviva brunnea,10.787,2.952,7.343,R. brunnea,NA
Rediviva brunnea,11.68,3.173,7.343,R. brunnea,NA
Rediviva brunnea,12.478,3.269,7.343,R. brunnea,NA
Rediviva brunnea,10.617,3.377,7.343,R. brunnea,NA
Rediviva colorata,10.184,2.843,3.82,R. colorata,NA
Rediviva colorata,10.357,2.962,3.82,R. colorata,NA
Rediviva colorata,10.648,3.124,3.82,R. colorata,NA
Rediviva colorata,9.643,2.757,3.82,R. colorata,NA
Rediviva colorata,10.313,2.865,3.82,R. colorata,NA
Rediviva colorata,10.001,2.8,3.82,R. colorata,NA
Rediviva colorata,10.605,2.951,3.82,R. colorata,NA
Rediviva colorata,10.519,3.038,3.82,R. colorata,NA
Rediviva colorata,10.347,2.854,3.82,R. colorata,NA
Rediviva colorata,11.871,2.703,3.82,R. colorata,NA
Rediviva colorata,11.124,3.049,3.82,R. colorata,NA
Rediviva colorata,10.206,2.746,3.82,R. colorata,NA
Rediviva colorata,10.649,2.951,3.82,R. colorata,NA
Rediviva colorata,10.325,3.005,3.82,R. colorata,NA
Rediviva colorata,10.412,2.984,3.82,R. colorata,NA
Rediviva colorata,10.283,2.93,3.82,R. colorata,NA
Rediviva colorata,11.005,2.962,3.82,R. colorata,NA
Rediviva colorata,11.124,3.038,3.82,R. colorata,NA
Rediviva colorata,11.697,3.611,3.82,R. colorata,NA
Rediviva colorata,10.368,2.897,3.82,R. colorata,NA
Rediviva colorata,10.692,2.876,3.82,R. colorata,NA
Rediviva colorata,10.519,2.995,3.82,R. colorata,NA
Rediviva colorata,10.692,3.124,3.82,R. colorata,NA
Rediviva colorata,10.303,2.973,3.82,R. colorata,NA
Rediviva colorata,9.838,2.768,3.82,R. colorata,NA
Rediviva colorata,10.001,3.049,3.82,R. colorata,NA
Rediviva colorata,10.238,2.995,3.82,R. colorata,NA
Rediviva colorata,10.606,2.973,3.82,R. colorata,NA
Rediviva colorata,11.146,3.146,3.82,R. colorata,NA
Rediviva colorata,10.27,2.941,3.82,R. colorata,NA
Rediviva colorata,9.936,2.865,3.82,R. colorata,NA
Rediviva colorata,10.098,3.254,3.82,R. colorata,NA
Rediviva colorata,9.546,2.886,3.82,R. colorata,NA
Rediviva colorata,10.702,2.908,3.82,R. colorata,NA
Rediviva colorata,10.293,3.2,3.82,R. colorata,NA
Rediviva colorata,9.611,2.93,3.82,R. colorata,NA
Rediviva colorata,12.92,3.07,3.82,R. colorata,NA
Rediviva colorata,9.827,4.065,3.82,R. colorata,NA
Rediviva colorata,10.099,2.984,3.82,R. colorata,NA
Rediviva emdeorum,17.513,3.31,19.429,R. emdeorum,NA
Rediviva emdeorum,17.175,3.225,19.429,R. emdeorum,NA
Rediviva emdeorum,20.199,3.525,19.429,R. emdeorum,NA
Rediviva emdeorum,21.428,3.734,19.429,R. emdeorum,NA
Rediviva emdeorum,21.308,3.222,19.429,R. emdeorum,NA
Rediviva emdeorum,21.016,3.278,19.429,R. emdeorum,NA
Rediviva emdeorum,22.665,3.583,19.429,R. emdeorum,NA
Rediviva emdeorum,20.918,3.627,19.429,R. emdeorum,NA
Rediviva emdeorum,21.134,3.297,19.429,R. emdeorum,NA
Rediviva emdeorum,21.815,3.319,19.429,R. emdeorum,NA
Rediviva emdeorum,21.362,3.384,19.429,R. emdeorum,NA
Rediviva emdeorum,20.532,3.49,19.429,R. emdeorum,NA
Rediviva emdeorum,20.864,3.448,19.429,R. emdeorum,NA
Rediviva emdeorum,21.681,3.391,19.429,R. emdeorum,NA
Rediviva emdeorum,21.104,3.414,19.429,R. emdeorum,NA
Rediviva emdeorum,21.535,3.357,19.429,R. emdeorum,NA
Rediviva emdeorum,20.377,3.448,19.429,R. emdeorum,NA
Rediviva emdeorum,21.358,3.764,19.429,R. emdeorum,NA
Rediviva emdeorum,20.127,3.332,19.429,R. emdeorum,NA
Rediviva emdeorum,20.477,3.561,19.429,R. emdeorum,NA
Rediviva emdeorum,21.942,3.497,19.429,R. emdeorum,NA
Rediviva emdeorum,21.343,3.412,19.429,R. emdeorum,NA
Rediviva emdeorum,20.44,3.508,19.429,R. emdeorum,NA
Rediviva emdeorum,18.163,3.106,19.429,R. emdeorum,NA
Rediviva emdeorum,19.011,3.425,19.429,R. emdeorum,NA
Rediviva emdeorum,19.391,3.187,19.429,R. emdeorum,NA
Rediviva emdeorum,16.558,3.321,19.429,R. emdeorum,NA
